text,labels,affiliate,encoded_column
lo tv baca kelakuan sih wowo debat emosian bertingkah sopan pembawa acara prabowo lo bilang prabowo santai picek otak lo t i ,2,prabowo,"['lo', 'tv', 'baca', 'kelakuan', 'sih', 'wow', '##o', 'debat', 'emosi', '##an', 'bertingkah', 'sopan', 'pembawa', 'acara', 'prabowo', 'lo', 'bilang', 'prabowo', 'santai', 'pic', '##ek', 'otak', 'lo', 't', 'i']"
prabowo bangga gerindra menang pilgub dki sulit terulang ,2,prabowo,"['prabowo', 'bangga', 'gerindra', 'menang', 'pilgub', 'dki', 'sulit', 'terulang']"
menangis kalah nyapres kalah gara gara prabowo gebrak gebrak meja ,0,prabowo,"['menangis', 'kalah', 'nya', '##pres', 'kalah', 'gara', 'gara', 'prabowo', 'gebr', '##ak', 'gebr', '##ak', 'meja']"
statement muncul dasar kepanikan emosinya debat curhat ,0,prabowo,"['statement', 'muncul', 'dasar', 'kepan', '##ikan', 'emosinya', 'debat', 'curhat']"
prabowo gibran mengutamakan bisnis perusahaan pribadinya berkuasa berkuasa kepentingan negara rakyat nomor mengerikan tipe karakter watak prabowo latar militer berkuasa gibran menghalalkan kali ku i si ,0,prabowo,"['prabowo', 'gib', '##ran', 'mengutamakan', 'bisnis', 'perusahaan', 'pribadinya', 'berkuasa', 'berkuasa', 'kepentingan', 'negara', 'rakyat', 'nomor', 'mengerikan', 'tipe', 'karakter', 'watak', 'prabowo', 'latar', 'militer', 'berkuasa', 'gib', '##ran', 'menghalalkan', 'kali', 'ku', 'i', 'si']"
arjarkan prabowo budi pekerti jagan munafik ,0,prabowo,"['arj', '##arkan', 'prabowo', 'budi', 'pekerti', 'jaga', '##n', 'munafik']"
ganjar mahfud nang ,1,prabowo,"['ganja', '##r', 'mahfud', 'nang']"
ck cek data n faktanya nyinyir gue sadis menyerang prabowo pakai akal kebanyakan minum asam sulfat ,0,prabowo,"['ck', 'cek', 'data', 'n', 'faktanya', 'nyi', '##ny', '##ir', 'gue', 'sadis', 'menyerang', 'prabowo', 'pakai', 'akal', 'kebanyakan', 'minum', 'asam', 'sulfat']"
mengomongkan debat beradu argumen pengenalan capres cawapres terkenal menurutku prabowo ganjar anis ,2,prabowo,"['meng', '##omong', '##kan', 'debat', 'beradu', 'argumen', 'pengenalan', 'capres', 'cawapres', 'terkenal', 'menurutku', 'prabowo', 'ganja', '##r', 'anis']"
skip akunnya bang unfooll kalo bar bar kalopun prabowo prengsiden hidupnya bikin statement kesana kemari bahasa kasar astaghfirullah mengapai habisin tenaga pikiran bikin jari kriting ,0,prabowo,"['skip', 'akun', '##nya', 'bang', 'un', '##fo', '##oll', 'kalo', 'bar', 'bar', 'kalo', '##pun', 'prabowo', 'pre', '##ng', '##side', '##n', 'hidupnya', 'bikin', 'statement', 'kesana', 'kemari', 'bahasa', 'kasar', 'asta', '##gh', '##fir', '##ullah', 'mengapa', '##i', 'habis', '##in', 'tenaga', 'pikiran', 'bikin', 'jari', 'krit', '##ing']"
nya adili nyapres berkali tweet ku sindirian buzer laknat modelan sih memed dll ,1,prabowo,"['nya', 'adil', '##i', 'nya', '##pres', 'berkali', 'tweet', 'ku', 'sind', '##irian', 'bu', '##zer', 'lak', '##nat', 'model', '##an', 'sih', 'meme', '##d', 'dll']"
jenis orang dinasehati orang jatuh cinta orang marah pendukung prabowo ,2,prabowo,"['jenis', 'orang', 'dinas', '##ehati', 'orang', 'jatuh', 'cinta', 'orang', 'marah', 'pendukung', 'prabowo']"
tv one tv nya paslon prabowo gibran titik ,1,prabowo,"['tv', 'one', 'tv', 'nya', 'paslon', 'prabowo', 'gib', '##ran', 'titik']"
prabowo gila jabatan prabowo nyapres kali dekati jokiwi baekin ngusung anak jokiwi biar biarrr lu rakyat dibodo bodoin dipatahin stigma lu pemimpin pemimpin bodor n planga plongo ,2,prabowo,"['prabowo', 'gila', 'jabatan', 'prabowo', 'nya', '##pres', 'kali', 'dekat', '##i', 'jok', '##i', '##wi', 'baek', '##in', 'ng', '##usun', '##g', 'anak', 'jok', '##i', '##wi', 'biar', 'biar', '##rr', 'lu', 'rakyat', 'dib', '##odo', 'bod', '##oi', '##n', 'dipat', '##ahi', '##n', 'stigma', 'lu', 'pemimpin', 'pemimpin', 'bod', '##or', 'n', 'plan', '##ga', 'pl', '##ongo']"
cocok ketum psi sayang anak presiden kader hehehe cocok cawapresnya prabowo kompeten gibran trbiasa brdialog sayang anak presiden hahaha ,2,prabowo,"['cocok', 'ketum', 'psi', 'sayang', 'anak', 'presiden', 'kader', 'hehehe', 'cocok', 'cawapres', '##nya', 'prabowo', 'kompeten', 'gib', '##ran', 'tr', '##biasa', 'br', '##dia', '##log', 'sayang', 'anak', 'presiden', 'hahaha']"
puthut masuk angin influencer pelacur perasaan faisol mengomong prabowo meremehkan menganggap isu politik tahunan ,0,prabowo,"['put', '##hut', 'masuk', 'angin', 'influ', '##encer', 'pelacur', 'perasaan', 'fai', '##sol', 'meng', '##omong', 'prabowo', 'meremehkan', 'menganggap', 'isu', 'politik', 'tahunan']"
maksudnya prabowo mempolitisir langsung bikin meninggal ya gabole respek dikitlah prabowo ckck ,1,prabowo,"['maksudnya', 'prabowo', 'memp', '##olit', '##isir', 'langsung', 'bikin', 'meninggal', 'ya', 'gab', '##ole', 'resp', '##ek', 'dikit', '##lah', 'prabowo', 'ck', '##ck']"
n ya mbak prabowo kayak anak ilmu marah marah ,0,prabowo,"['n', 'ya', 'mbak', 'prabowo', 'kayak', 'anak', 'ilmu', 'marah', 'marah']"
prabowo keok dibela bela ,1,prabowo,"['prabowo', 'ke', '##ok', 'dibel', '##a', 'bela']"
prabowo dibawah ,1,prabowo,"['prabowo', 'dibawah']"
sumber data fakta ketak ketik klaim prabowo riwayat hidup prabowo berpendapat prabowo orang total memanfaatkan pengaruh mertuanya ,2,prabowo,"['sumber', 'data', 'fakta', 'ketak', 'ketik', 'klaim', 'prabowo', 'riwayat', 'hidup', 'prabowo', 'berpendapat', 'prabowo', 'orang', 'total', 'memanfaatkan', 'pengaruh', 'mertua', '##nya']"
orang menilai tujuan menilai negara sikap prabowo menilai pribadi kelompoknya sikap prabowo salah tahan oposisi contoh partai pks berkoalisi tujuannya negara ,1,prabowo,"['orang', 'menilai', 'tujuan', 'menilai', 'negara', 'sikap', 'prabowo', 'menilai', 'pribadi', 'kelompoknya', 'sikap', 'prabowo', 'salah', 'tahan', 'oposisi', 'contoh', 'partai', 'pks', 'berk', '##oal', '##isi', 'tujuannya', 'negara']"
prabowo subianto langsung ditembak ganjar pranowo kepemimpinan paham diulang presiden kadus ham tuntaskan asbun faktor usia tantrum bawaannya ,0,prabowo,"['prabowo', 'subianto', 'langsung', 'ditembak', 'ganja', '##r', 'pran', '##owo', 'kepemimpinan', 'paham', 'diulang', 'presiden', 'kad', '##us', 'ham', 'tuntas', '##kan', 'as', '##bun', 'faktor', 'usia', 'tant', '##rum', 'bawaan', '##nya']"
prabowo karakternya h kalo tr h kalo tr ,1,prabowo,"['prabowo', 'karakternya', 'h', 'kalo', 'tr', 'h', 'kalo', 'tr']"
mohon secepatnya prabowo kirim papua menghadapi kkb kasihan mati ,0,prabowo,"['mohon', 'secepatnya', 'prabowo', 'kirim', 'papua', 'menghadapi', 'kk', '##b', 'kasihan', 'mati']"
oh lupa prabowo pendekar pencak silat belakangnya dokter kompeten bidangnya dokter nyambi politisi beda kualitas ,0,prabowo,"['oh', 'lupa', 'prabowo', 'pendekar', 'pencak', 'silat', 'belakangnya', 'dokter', 'kompeten', 'bidangnya', 'dokter', 'nya', '##mb', '##i', 'politisi', 'beda', 'kualitas']"
netizen indnesia dilawan kubu prabowo kocar kacir anies ,1,prabowo,"['netizen', 'ind', '##nesia', 'dil', '##awan', 'kubu', 'prabowo', 'koc', '##ar', 'kac', '##ir', 'anies']"
insya allah prabowo kejeblos prilakunya tenggelam kontestasi ,0,prabowo,"['insya', 'allah', 'prabowo', 'kej', '##eb', '##los', 'prilaku', '##nya', 'tenggelam', 'kontes', '##tasi']"
kalah sih prabowo ganjar anies gua berkoalisi sih bu mega cari peluang kubu prtai artiny kursi deh buncit sdngkan kubu anies prtai manapula mega surya paloh cs an ,0,prabowo,"['kalah', 'sih', 'prabowo', 'ganja', '##r', 'anies', 'gua', 'berk', '##oal', '##isi', 'sih', 'bu', 'mega', 'cari', 'peluang', 'kubu', 'prt', '##ai', 'arti', '##ny', 'kursi', 'deh', 'buncit', 'sdn', '##g', '##kan', 'kubu', 'anies', 'prt', '##ai', 'mana', '##pula', 'mega', 'surya', 'pal', '##oh', 'cs', 'an']"
prabowo itukan proyek kolaborasi menteri food estate mie hasilnya cepat instan ,2,prabowo,"['prabowo', 'ituk', '##an', 'proyek', 'kolaborasi', 'menteri', 'food', 'estate', 'mie', 'hasilnya', 'cepat', 'instan']"
cawapres cheerleader ,2,prabowo,"['cawapres', 'che', '##er', '##le', '##ader']"
highlight prabowo pegang data sanggah dicapkan arb ,2,prabowo,"['highl', '##ight', 'prabowo', 'pegang', 'data', 'sangga', '##h', 'dicap', '##kan', 'arb']"
prabowo gibran mengutamakan bisnis perusahaan pribadinya berkuasa berkuasa kepentingan negara rakyat nomor mengerikan tipe karakter watak prabowo latar militer berkuasa gibran menghalalkan f ,0,prabowo,"['prabowo', 'gib', '##ran', 'mengutamakan', 'bisnis', 'perusahaan', 'pribadinya', 'berkuasa', 'berkuasa', 'kepentingan', 'negara', 'rakyat', 'nomor', 'mengerikan', 'tipe', 'karakter', 'watak', 'prabowo', 'latar', 'militer', 'berkuasa', 'gib', '##ran', 'menghalalkan', 'f']"
cie pangil wowo anjing total prinsip anjing gonggong keras ,0,prabowo,"['cie', 'pang', '##il', 'wow', '##o', 'anjing', 'total', 'prinsip', 'anjing', 'gong', '##gon', '##g', 'keras']"
nih maksud quote berilmu berpendapat ,2,prabowo,"['nih', 'maksud', 'quote', 'berilmu', 'berpendapat']"
sikat habis calon gass prabowo gibran jatim ,1,prabowo,"['sikat', 'habis', 'calon', 'gas', '##s', 'prabowo', 'gib', '##ran', 'jatim']"
teori nya anies modal pilih rakyat gerindra nyalonkan anies menang gubernur anies balas gerindra rahasia kader setor partai pengusung anies tubuh sandi dana gerindra jalan ,2,prabowo,"['teori', 'nya', 'anies', 'modal', 'pilih', 'rakyat', 'gerindra', 'nya', '##lon', '##kan', 'anies', 'menang', 'gubernur', 'anies', 'balas', 'gerindra', 'rahasia', 'kader', 'setor', 'partai', 'pengus', '##ung', 'anies', 'tubuh', 'sandi', 'dana', 'gerindra', 'jalan']"
bos cyrus network keluarganya menikah arab anies merepresentasikan keindonesiaan a np md pf sih ,2,prabowo,"['bos', 'cy', '##rus', 'network', 'keluarganya', 'menikah', 'arab', 'anies', 'merep', '##resentasikan', 'kei', '##nd', '##onesia', '##an', 'a', 'np', 'md', 'pf', 'sih']"
sydney desember b lz tantrum kapal kapal gempa kerasa prabowo kalvin phillips ,0,prabowo,"['sydney', 'desember', 'b', 'l', '##z', 'tant', '##rum', 'kapal', 'kapal', 'gempa', 'keras', '##a', 'prabowo', 'kal', '##vin', 'phil', '##lip', '##s']"
prabowo ,1,prabowo,['prabowo']
politisasi namanya komitmen disaat dirasa tpt dbt capres cawapres digadang mengeluarkan visi misi kedepan dirasa visinya hilangnya nyawa demo rusuh dimana prabowo salah kont stannya ,0,prabowo,"['politis', '##asi', 'namanya', 'komitmen', 'disaat', 'dirasa', 'tp', '##t', 'db', '##t', 'capres', 'cawapres', 'dig', '##adang', 'mengeluarkan', 'visi', 'misi', 'kedepan', 'dirasa', 'visi', '##nya', 'hilangnya', 'nyawa', 'demo', 'rus', '##uh', 'dimana', 'prabowo', 'salah', 'kont', 'stan', '##nya']"
kalo orang tua deh dihina disepelekan anak wajib bela jihad ,0,prabowo,"['kalo', 'orang', 'tua', 'deh', 'dih', '##ina', 'disep', '##elekan', 'anak', 'wajib', 'bela', 'jihad']"
prabowo gibran mengutamakan bisnis perusahaan pribadinya berkuasa berkuasa kepentingan negara rakyat nomor mengerikan tipe karakter watak prabowo latar militer berkuasa gibran menghalalkan kali ,0,prabowo,"['prabowo', 'gib', '##ran', 'mengutamakan', 'bisnis', 'perusahaan', 'pribadinya', 'berkuasa', 'berkuasa', 'kepentingan', 'negara', 'rakyat', 'nomor', 'mengerikan', 'tipe', 'karakter', 'watak', 'prabowo', 'latar', 'militer', 'berkuasa', 'gib', '##ran', 'menghalalkan', 'kali']"
awowkwkwkw doi salah mengasih langsung kena ulti prestasi anies ,0,prabowo,"['aw', '##ow', '##kwkw', '##kw', 'doi', 'salah', 'mengasih', 'langsung', 'kena', 'ul', '##ti', 'prestasi', 'anies']"
dukung prabowo alasan suka teori percaya kerja nyata prabowo kerja ,2,prabowo,"['dukung', 'prabowo', 'alasan', 'suka', 'teori', 'percaya', 'kerja', 'nyata', 'prabowo', 'kerja']"
dulunya anti sadar kali mas kayak oposisi pendukung jokowi lemesin mas ,2,prabowo,"['dulunya', 'anti', 'sadar', 'kali', 'mas', 'kayak', 'oposisi', 'pendukung', 'jokowi', 'lem', '##esin', 'mas']"
prabowo gibran ambang kemenangan sindrom ruang diskusi memo online ,2,prabowo,"['prabowo', 'gib', '##ran', 'ambang', 'kemenangan', 'sindrom', 'ruang', 'diskusi', 'memo', 'online']"
ku pendukung prabowo setia gara wakilnya badan ,2,prabowo,"['ku', 'pendukung', 'prabowo', 'setia', 'gara', 'wakilnya', 'badan']"
the real war prabowo sekelas kolonel ghadafi anies sekelas jenderal mac arthur ,0,prabowo,"['the', 'real', 'war', 'prabowo', 'sekelas', 'kolonel', 'gha', '##da', '##fi', 'anies', 'sekelas', 'jenderal', 'mac', 'arthur']"
propaganda demo menolak keputusan pilpres mendukung prabowo dipermasalahin anies kejelasan keadilan anak salah keadilan kejadian demo membela prabowo prabowo dibela mati an putar haluan pembantu rivalnya ,0,prabowo,"['propaganda', 'demo', 'menolak', 'keputusan', 'pilpres', 'mendukung', 'prabowo', 'diperm', '##asal', '##ahi', '##n', 'anies', 'kejelasan', 'keadilan', 'anak', 'salah', 'keadilan', 'kejadian', 'demo', 'membela', 'prabowo', 'prabowo', 'dibel', '##a', 'mati', 'an', 'putar', 'haluan', 'pembantu', 'rival', '##nya']"
anies gubernur dimana anies gubernur dki power dialog kapolda menyelesaikan profesional amp terbuka menunggu kampanye pilpres ,0,prabowo,"['anies', 'gubernur', 'dimana', 'anies', 'gubernur', 'dki', 'power', 'dialog', 'kapolda', 'menyelesaikan', 'profesional', 'amp', 'terbuka', 'menunggu', 'kampanye', 'pilpres']"
jabatan jabatan kali cawapres gagal capres gagal capres gagal penari timbul penguasa ,0,prabowo,"['jabatan', 'jabatan', 'kali', 'cawapres', 'gagal', 'capres', 'gagal', 'capres', 'gagal', 'penari', 'timbul', 'penguasa']"
loh berdiri psikis prabowo mudah terganggu fisik prabowo lemah dibanding perawakan keren ,2,prabowo,"['loh', 'berdiri', 'psikis', 'prabowo', 'mudah', 'terganggu', 'fisik', 'prabowo', 'lemah', 'dibanding', 'per', '##awakan', 'keren']"
jir tau sumitro djojohadikusumo ayah prabowo nama gedung kemenkeu ,1,prabowo,"['ji', '##r', 'tau', 'sum', '##itr', '##o', 'dj', '##ojo', '##had', '##iku', '##sum', '##o', 'ayah', 'prabowo', 'nama', 'gedung', 'kemenkeu']"
sejati megalomania narsistik amp manipulatif kontradiktif kontex psikopat kdrt ucapan takut mati bem ugm liverpool aston villa aldi taherx salma salsabil early vday for v lakers bournemouth arsenal jisung shi ,0,prabowo,"['sejati', 'megal', '##oman', '##ia', 'narsis', '##tik', 'amp', 'mani', '##pula', '##tif', 'kontra', '##dik', '##tif', 'kont', '##ex', 'psik', '##opat', 'kd', '##rt', 'ucapan', 'takut', 'mati', 'bem', 'ugm', 'liverpool', 'aston', 'villa', 'aldi', 'tah', '##er', '##x', 'sal', '##ma', 'sal', '##sab', '##il', 'ear', '##ly', 'v', '##day', 'for', 'v', 'lake', '##rs', 'bour', '##ne', '##mo', '##uth', 'arsenal', 'ji', '##sung', 'shi']"
selamat prabowo langsung disahkan hahahaha ukz n ,2,prabowo,"['selamat', 'prabowo', 'langsung', 'disahkan', 'hahahaha', 'uk', '##z', 'n']"
ganjar anies kompak serang prabowo tpn strategi roxcd te ,2,prabowo,"['ganja', '##r', 'anies', 'kompak', 'serang', 'prabowo', 'tp', '##n', 'strategi', 'ro', '##x', '##cd', 'te']"
ditambah minum asam sulfat ,0,prabowo,"['ditambah', 'minum', 'asam', 'sulfat']"
deh sabar menunggu penampilan gibran debat ,2,prabowo,"['deh', 'sabar', 'menunggu', 'penampilan', 'gib', '##ran', 'debat']"
analogi prabowo istrinya gibran suami barunya sih istri kedepannya sih suami mengatur istri istri mengatur suami mertua mengatur ,1,prabowo,"['analogi', 'prabowo', 'istrinya', 'gib', '##ran', 'suami', 'barunya', 'sih', 'istri', 'kedepannya', 'sih', 'suami', 'mengatur', 'istri', 'istri', 'mengatur', 'suami', 'mertua', 'mengatur']"
prabowo anteng mengkhianati jutaan rakyat memilihnya menteri ,0,prabowo,"['prabowo', 'ant', '##eng', 'mengkh', '##ianati', 'jutaan', 'rakyat', 'memilihnya', 'menteri']"
menyerang prabowo duluan giliran counter attack anies disalahin makannya kalo mental gampang mewek menyerang duluan ,0,prabowo,"['menyerang', 'prabowo', 'duluan', 'giliran', 'counter', 'attack', 'anies', 'disalah', '##in', 'makannya', 'kalo', 'mental', 'gampang', 'mew', '##ek', 'menyerang', 'duluan']"
seandainya anies jokowi prabowo nolak ya butuh ,1,prabowo,"['seandainya', 'anies', 'jokowi', 'prabowo', 'nol', '##ak', 'ya', 'butuh']"
lu jual cina wowo klean amplop cari ,1,prabowo,"['lu', 'jual', 'cina', 'wow', '##o', 'kl', '##ean', 'amplop', 'cari']"
pengkhianatan kalimat the legend timbul tenggelam ,0,prabowo,"['pengkh', '##ianatan', 'kalimat', 'the', 'legend', 'timbul', 'tenggelam']"
kontrak politik prabowo berlaku pilpres pilpres kontrak politik ,1,prabowo,"['kontrak', 'politik', 'prabowo', 'berlaku', 'pilpres', 'pilpres', 'kontrak', 'politik']"
nih ya pendukung butuhkan perubahan ,2,prabowo,"['nih', 'ya', 'pendukung', 'butuhkan', 'perubahan']"
berat tum pekerjaan mengangkat performa prabowo orang ling lung bisanya jokowi jokowi ,0,prabowo,"['berat', 'tum', 'pekerjaan', 'mengangkat', 'performa', 'prabowo', 'orang', 'ling', 'lun', '##g', 'bisanya', 'jokowi', 'jokowi']"
propaganda sebenarny lu kawan kolom komen pendukung pengagum prabowo pembenci jokowi mendukung prabowo nya pendukung prabowo asli stay ,2,prabowo,"['propaganda', 'sebenar', '##ny', 'lu', 'kawan', 'kolom', 'komen', 'pendukung', 'peng', '##agum', 'prabowo', 'pemben', '##ci', 'jokowi', 'mendukung', 'prabowo', 'nya', 'pendukung', 'prabowo', 'asli', 'stay']"
dipisah menikmatinya kubu ganjar mahfud mengambil keuntungan hajar gempa prabowo indonesia forever tantrum cj nya a ,0,prabowo,"['dip', '##isah', 'menikmatinya', 'kubu', 'ganja', '##r', 'mahfud', 'mengambil', 'keuntungan', 'hajar', 'gempa', 'prabowo', 'indonesia', 'fore', '##ver', 'tant', '##rum', 'c', '##j', 'nya', 'a']"
jamin pasangan pakai buzzer tawaran ,2,prabowo,"['jamin', 'pasangan', 'pakai', 'bu', '##zz', '##er', 'tawaran']"
rakyat menentukan buka debat ,1,prabowo,"['rakyat', 'menentukan', 'buka', 'debat']"
prabowo gibran mengutamakan bisnis perusahaan pribadinya berkuasa berkuasa kepentingan negara rakyat nomor mengerikan tipe karakter watak prabowo latar militer berkuasa gibran menghalalkan ,0,prabowo,"['prabowo', 'gib', '##ran', 'mengutamakan', 'bisnis', 'perusahaan', 'pribadinya', 'berkuasa', 'berkuasa', 'kepentingan', 'negara', 'rakyat', 'nomor', 'mengerikan', 'tipe', 'karakter', 'watak', 'prabowo', 'latar', 'militer', 'berkuasa', 'gib', '##ran', 'menghalalkan']"
selamat pagi kawan titip salam prabowo kesehatan ,2,prabowo,"['selamat', 'pagi', 'kawan', 'titi', '##p', 'salam', 'prabowo', 'kesehatan']"
maaf dukung prabowo akun sekelas sekelas demokrat wibawa karismanya lenyap komentar timelinnya membantah ngledekin sih cc ,0,prabowo,"['maaf', 'dukung', 'prabowo', 'akun', 'sekelas', 'sekelas', 'demokrat', 'wibawa', 'kari', '##sman', '##ya', 'lenyap', 'komentar', 'time', '##lin', '##nya', 'membantah', 'ngl', '##ede', '##kin', 'sih', 'cc']"
sdhlah prabowo king maker ambisi berkuasa contohlah bu megawati haus kekuasaan beliau kekuasaannya pilpres ,0,prabowo,"['sdh', '##lah', 'prabowo', 'king', 'maker', 'ambisi', 'berkuasa', 'contoh', '##lah', 'bu', 'megawati', 'haus', 'kekuasaan', 'beliau', 'kekuasaannya', 'pilpres']"
aduh prabowo ngakuin nya bilang abu ,0,prabowo,"['aduh', 'prabowo', 'ngaku', '##in', 'nya', 'bilang', 'abu']"
ketegasan prabowo kesantuyannya debat kpu kemarin ,1,prabowo,"['keteg', '##asan', 'prabowo', 'kesan', '##tu', '##yan', '##nya', 'debat', 'kpu', 'kemarin']"
beranj prabowo mas menyerang lawan debatnya borok eyang apa-apa mas namanya capres abadi sekedar ngikut hobby lupa mas ,1,prabowo,"['beran', '##j', 'prabowo', 'mas', 'menyerang', 'lawan', 'debat', '##nya', 'bor', '##ok', 'eyang', 'apa', '-', 'apa', 'mas', 'namanya', 'capres', 'abadi', 'sekedar', 'ngikut', 'hobby', 'lupa', 'mas']"
sih prabowo om rakyat ngumpulin uang eh gabung jilat jokowi kekuasaan busuk ,0,prabowo,"['sih', 'prabowo', 'om', 'rakyat', 'ngumpul', '##in', 'uang', 'eh', 'gabung', 'jilat', 'jokowi', 'kekuasaan', 'busuk']"
propaganda p b gue mbaknya doang kalo tau mihak ,0,prabowo,"['propaganda', 'p', 'b', 'gue', 'mbak', '##nya', 'doang', 'kalo', 'tau', 'mih', '##ak']"
propaganda habis ngisep barang bagus ya integritas tau bodoh pendukung prabowo awokawokawok ,1,prabowo,"['propaganda', 'habis', 'ng', '##ise', '##p', 'barang', 'bagus', 'ya', 'integritas', 'tau', 'bodoh', 'pendukung', 'prabowo', 'aw', '##oka', '##wo', '##ka', '##wo', '##k']"
pengamatnya kalo kubu ya mengomong kalo orang waras sih bilangnya prabowo emosian kekanak an ,0,prabowo,"['pengamat', '##nya', 'kalo', 'kubu', 'ya', 'meng', '##omong', 'kalo', 'orang', 'waras', 'sih', 'bilang', '##nya', 'prabowo', 'emosi', '##an', 'kekan', '##ak', 'an']"
dukung prabowo azza kuat berubah ,2,prabowo,"['dukung', 'prabowo', 'azza', 'kuat', 'berubah']"
realita ras anies kakek nenek yaman arab istri arab anaknya nikahkan arab ras bangsa yaman arab masuk era penjajahan belanda niat berdagang mengangap bumiputera ras kelas kawin campur suku bangsa nusantara ,0,prabowo,"['realita', 'ras', 'anies', 'kakek', 'nenek', 'yaman', 'arab', 'istri', 'arab', 'anaknya', 'nikah', '##kan', 'arab', 'ras', 'bangsa', 'yaman', 'arab', 'masuk', 'era', 'penjajahan', 'belanda', 'niat', 'berdagang', 'mengan', '##gap', 'bumi', '##put', '##era', 'ras', 'kelas', 'kawin', 'campur', 'suku', 'bangsa', 'nusantara']"
